,时间戳,日期,时段,年,月,日,星期,是否周末,季度,小时,是否高峰时段,是否夜间,系统负荷-实时,风电出力-实时,光伏出力-实时,水电出力-实时,联络线计划-实时,非市场化机组出力-实时,平均出清价格-实时（元/MWh）
4411,2024-11-27_19:00-20:00,2024-11-27,19:00-20:00,2024,11,27,3,0,4,19,0,0,32193.502,2021.791382,0.04,10134.938,-1938.0,12134.202,400.252319
4412,2024-11-27_20:00-21:00,2024-11-27,20:00-21:00,2024,11,27,3,0,4,20,0,0,32225.645,2072.739258,0.05,10077.278,-2460.0,12055.446,444.351868
4413,2024-11-27_21:00-22:00,2024-11-27,21:00-22:00,2024,11,27,3,0,4,21,0,0,29967.371,2203.225586,0.0,9831.837,-2571.0,11882.477,450.366913
4414,2024-11-27_22:00-23:00,2024-11-27,22:00-23:00,2024,11,27,3,0,4,22,0,1,27422.805,2464.949219,0.0,9201.978,-3194.0,11353.408,369.702179
4415,2024-11-27_23:00-24:00,2024-11-27,23:00-24:00,2024,11,27,3,0,4,23,0,1,25983.699,3112.670654,0.0,8992.847,-3748.0,11069.933,295.515869
4416,2024-11-28_00:00-01:00,2024-11-28,00:00-01:00,2024,11,28,4,0,4,0,0,1,27151.4,3528.917969,0.0,8799.706,-2835.0,10868.121,281.39093
4417,2024-11-28_01:00-02:00,2024-11-28,01:00-02:00,2024,11,28,4,0,4,1,0,1,26178.402,3487.790527,0.0,8758.11,-2608.0,11036.596,220.430359
4418,2024-11-28_02:00-03:00,2024-11-28,02:00-03:00,2024,11,28,4,0,4,2,0,1,25755.732,3684.049805,0.0,8736.674,-2617.0,11188.357,176.447815
4419,2024-11-28_03:00-04:00,2024-11-28,03:00-04:00,2024,11,28,4,0,4,3,0,1,25323.594,3807.392578,0.0,8754.45,-2617.0,11219.447,169.219193
4420,2024-11-28_04:00-05:00,2024-11-28,04:00-05:00,2024,11,28,4,0,4,4,0,1,25485.066,3723.461182,0.01,8758.669,-2692.0,11250.658,189.161301
4421,2024-11-28_05:00-06:00,2024-11-28,05:00-06:00,2024,11,28,4,0,4,5,0,1,26956.705,3894.234375,0.05,8775.06,-2890.0,11218.458,235.050217
4422,2024-11-28_06:00-07:00,2024-11-28,06:00-07:00,2024,11,28,4,0,4,6,0,1,29863.371,4024.337158,7.16,9482.051,-3198.0,11824.951,326.848907
4423,2024-11-28_07:00-08:00,2024-11-28,07:00-08:00,2024,11,28,4,0,4,7,0,0,31407.279,3831.439941,1700.350342,8736.629,-2770.0,12275.273,409.768585
4424,2024-11-28_08:00-09:00,2024-11-28,08:00-09:00,2024,11,28,4,0,4,8,1,0,31559.086,3447.353516,6292.150879,8767.596,-3817.0,15489.928,229.077927
4425,2024-11-28_09:00-10:00,2024-11-28,09:00-10:00,2024,11,28,4,0,4,9,1,0,29937.977,3045.345215,10464.88086,8138.174,-3360.0,17224.969,39.882984
4426,2024-11-28_10:00-11:00,2024-11-28,10:00-11:00,2024,11,28,4,0,4,10,1,0,29187.379,2433.447266,11751.64941,8152.162,-5170.0,18750.034,47.342091
4427,2024-11-28_11:00-12:00,2024-11-28,11:00-12:00,2024,11,28,4,0,4,11,1,0,26550.973,2282.552246,8453.763672,8053.322,-3444.0,18921.813,23.859388
4428,2024-11-28_12:00-13:00,2024-11-28,12:00-13:00,2024,11,28,4,0,4,12,1,0,27157.234,2722.109619,9246.613281,8046.052,-4430.0,18818.978,30.750837
4429,2024-11-28_13:00-14:00,2024-11-28,13:00-14:00,2024,11,28,4,0,4,13,1,0,27110.932,2615.209717,8867.209961,8033.773,-4142.0,17834.033,32.112762
4430,2024-11-28_14:00-15:00,2024-11-28,14:00-15:00,2024,11,28,4,0,4,14,1,0,27716.283,2875.788086,8156.164063,8044.621,-3304.0,16174.495,30.285545
4431,2024-11-28_15:00-16:00,2024-11-28,15:00-16:00,2024,11,28,4,0,4,15,1,0,29820.949,3739.797119,5162.29248,10105.026,-4316.0,15168.111,132.902954
4432,2024-11-28_16:00-17:00,2024-11-28,16:00-17:00,2024,11,28,4,0,4,16,0,0,32053.012,3186.437988,1079.722778,10530.09,-3885.0,13270.681,512.386475
4433,2024-11-28_17:00-18:00,2024-11-28,17:00-18:00,2024,11,28,4,0,4,17,0,0,32737.998,2700.17334,6.54,10658.393,-3432.0,12889.998,486.974548
4434,2024-11-28_18:00-19:00,2024-11-28,18:00-19:00,2024,11,28,4,0,4,18,0,0,32431.875,2500.225586,0.03,10790.62,-2649.0,12993.155,418.119049
4435,2024-11-28_19:00-20:00,2024-11-28,19:00-20:00,2024,11,28,4,0,4,19,0,0,32057.391,2278.169922,0.04,10260.846,-2555.0,12322.25,439.329041
4436,2024-11-28_20:00-21:00,2024-11-28,20:00-21:00,2024,11,28,4,0,4,20,0,0,32290.857,2213.558594,0.08,10160.813,-2557.0,12131.583,480.453796
4437,2024-11-28_21:00-22:00,2024-11-28,21:00-22:00,2024,11,28,4,0,4,21,0,0,30141.707,2034.268433,0.0,9606.607,-3188.0,11587.026,455.772064
4438,2024-11-28_22:00-23:00,2024-11-28,22:00-23:00,2024,11,28,4,0,4,22,0,1,27705.729,1807.093018,0.0,8978.797,-3627.0,10974.593,404.932159
4439,2024-11-28_23:00-24:00,2024-11-28,23:00-24:00,2024,11,28,4,0,4,23,0,1,26268.277,1680.61438,0.0,9415.533,-4105.0,11358.873,377.1427
4440,2024-11-29_00:00-01:00,2024-11-29,00:00-01:00,2024,11,29,5,0,4,0,0,1,27497.078,1548.75415,0.0,8744.453,-2429.0,10730.404,355.458221
4441,2024-11-29_01:00-02:00,2024-11-29,01:00-02:00,2024,11,29,5,0,4,1,0,1,26545.344,1408.25647,0.0,8720.974,-2598.0,10759.196,347.92038
4442,2024-11-29_02:00-03:00,2024-11-29,02:00-03:00,2024,11,29,5,0,4,2,0,1,26039.801,1418.947021,0.0,8740.63,-3076.0,10872.828,311.693176
4443,2024-11-29_03:00-04:00,2024-11-29,03:00-04:00,2024,11,29,5,0,4,3,0,1,25656.277,1539.307983,0.0,8782.338,-3110.0,10869.239,290.533478
4444,2024-11-29_04:00-05:00,2024-11-29,04:00-05:00,2024,11,29,5,0,4,4,0,1,25974.182,1678.592041,0.01,8694.25,-3063.0,10757.836,311.771362
4445,2024-11-29_05:00-06:00,2024-11-29,05:00-06:00,2024,11,29,5,0,4,5,0,1,27058.096,1832.636597,0.08,8726.479,-2396.0,10828.867,348.361938
4446,2024-11-29_06:00-07:00,2024-11-29,06:00-07:00,2024,11,29,5,0,4,6,0,1,29920.119,1825.834595,6.836,8759.855,-2163.0,10953.968,574.151001
4447,2024-11-29_07:00-08:00,2024-11-29,07:00-08:00,2024,11,29,5,0,4,7,0,0,31738.211,1948.521118,1672.149902,8775.05,-1593.0,12234.893,632.087219
4448,2024-11-29_08:00-09:00,2024-11-29,08:00-09:00,2024,11,29,5,0,4,8,1,0,31632.359,1897.026001,6340.643555,8833.146,-3423.0,15358.184,298.450073
4449,2024-11-29_09:00-10:00,2024-11-29,09:00-10:00,2024,11,29,5,0,4,9,1,0,30061.301,1644.800049,10634.33496,8117.875,-2276.0,17139.877,73.11084
4450,2024-11-29_10:00-11:00,2024-11-29,10:00-11:00,2024,11,29,5,0,4,10,1,0,29174.34,1217.310059,12684.05859,8205.191,-4258.0,18536.861,22.348503
4451,2024-11-29_11:00-12:00,2024-11-29,11:00-12:00,2024,11,29,5,0,4,11,1,0,26571.408,1092.166992,10882.51367,8115.352,-4296.0,18828.608,25.307955
4452,2024-11-29_12:00-13:00,2024-11-29,12:00-13:00,2024,11,29,5,0,4,12,1,0,26939.754,1090.838989,10789.73926,7949.594,-4471.0,18302.775,30.988356
4453,2024-11-29_13:00-14:00,2024-11-29,13:00-14:00,2024,11,29,5,0,4,13,1,0,27051.766,1180.125488,9844.673828,8039.227,-4129.0,17488.716,31.968224
4454,2024-11-29_14:00-15:00,2024-11-29,14:00-15:00,2024,11,29,5,0,4,14,1,0,27598.246,1144.437012,8936.047852,8288.487,-2850.0,16115.59,26.147837
4455,2024-11-29_15:00-16:00,2024-11-29,15:00-16:00,2024,11,29,5,0,4,15,1,0,29560.82,1012.970215,5125.533203,9776.789,-3595.0,14500.172,263.140228
4456,2024-11-29_16:00-17:00,2024-11-29,16:00-17:00,2024,11,29,5,0,4,16,0,0,31766.961,889.245056,1073.091309,10735.071,-2100.0,13267.472,404.955688
4457,2024-11-29_17:00-18:00,2024-11-29,17:00-18:00,2024,11,29,5,0,4,17,0,0,32606.84,1084.149048,6.145401,11160.032,-1981.0,13450.318,535.953064
4458,2024-11-29_18:00-19:00,2024-11-29,18:00-19:00,2024,11,29,5,0,4,18,0,0,31933.207,1632.774048,0.06,11111.515,-1860.0,13434.531,426.357849
4459,2024-11-29_19:00-20:00,2024-11-29,19:00-20:00,2024,11,29,5,0,4,19,0,0,31745.732,2342.831055,0.06,10281.153,-1870.0,12653.33,401.179535
4460,2024-11-29_20:00-21:00,2024-11-29,20:00-21:00,2024,11,29,5,0,4,20,0,0,31889.191,2540.63208,0.05,10191.861,-2366.0,12483.813,411.395569
4461,2024-11-29_21:00-22:00,2024-11-29,21:00-22:00,2024,11,29,5,0,4,21,0,0,30104.979,2166.368896,0.0,9717.111,-2448.0,11864.067,427.233887
4462,2024-11-29_22:00-23:00,2024-11-29,22:00-23:00,2024,11,29,5,0,4,22,0,1,27839.357,1936.628662,0.0,9110.249,-2516.0,11210.577,355.881805
4463,2024-11-29_23:00-24:00,2024-11-29,23:00-24:00,2024,11,29,5,0,4,23,0,1,26410.531,1873.883301,0.0,8977.936,-2574.0,11145.557,322.114471
4464,2024-11-30_00:00-01:00,2024-11-30,00:00-01:00,2024,11,30,6,1,4,0,0,1,27797.264,1631.211914,0.0,8781.479,-2445.0,10840.391,348.155121
4465,2024-11-30_01:00-02:00,2024-11-30,01:00-02:00,2024,11,30,6,1,4,1,0,1,26449.184,1409.020142,0.0,8788.768,-2520.0,10882.476,333.576355
4466,2024-11-30_02:00-03:00,2024-11-30,02:00-03:00,2024,11,30,6,1,4,2,0,1,25762.639,1163.828125,0.0,8790.433,-2526.0,10827.866,332.840302
4467,2024-11-30_03:00-04:00,2024-11-30,03:00-04:00,2024,11,30,6,1,4,3,0,1,25173.152,996.644958,0.0,8673.425,-2794.0,10707.358,319.815948
4468,2024-11-30_04:00-05:00,2024-11-30,04:00-05:00,2024,11,30,6,1,4,4,0,1,25156.152,792.530884,0.01,8640.255,-2526.0,10625.993,328.373322
4469,2024-11-30_05:00-06:00,2024-11-30,05:00-06:00,2024,11,30,6,1,4,5,0,1,26113.752,863.143921,0.07,8731.133,-2501.0,10780.024,353.899841
4470,2024-11-30_06:00-07:00,2024-11-30,06:00-07:00,2024,11,30,6,1,4,6,0,1,27870.602,892.570068,4.924,8784.262,-2181.0,10993.735,379.7099
4471,2024-11-30_07:00-08:00,2024-11-30,07:00-08:00,2024,11,30,6,1,4,7,0,0,30198.393,851.743042,1399.494507,8791.105,-1626.0,11988.393,362.109589
4472,2024-11-30_08:00-09:00,2024-11-30,08:00-09:00,2024,11,30,6,1,4,8,1,0,30212.697,908.753845,5500.503418,8826.417,-3042.0,14797.352,287.068542
4473,2024-11-30_09:00-10:00,2024-11-30,09:00-10:00,2024,11,30,6,1,4,9,1,0,29108.475,755.075928,8585.733398,8106.331,-1997.0,16199.037,116.850929
4474,2024-11-30_10:00-11:00,2024-11-30,10:00-11:00,2024,11,30,6,1,4,10,1,0,28281.207,547.669189,10474.18066,8196.826,-2722.0,17534.641,67.028351
4475,2024-11-30_11:00-12:00,2024-11-30,11:00-12:00,2024,11,30,6,1,4,11,1,0,26087.828,484.66391,10692.39453,8051.523,-3189.0,18026.985,22.964933
4476,2024-11-30_12:00-13:00,2024-11-30,12:00-13:00,2024,11,30,6,1,4,12,1,0,26273.996,484.403931,10494.54981,7972.214,-3133.0,17784.188,26.125895
4477,2024-11-30_13:00-14:00,2024-11-30,13:00-14:00,2024,11,30,6,1,4,13,1,0,26172.207,525.792053,9082.586914,7973.603,-2644.0,16778.183,27.566494
4478,2024-11-30_14:00-15:00,2024-11-30,14:00-15:00,2024,11,30,6,1,4,14,1,0,26600.332,590.871216,8370.294922,8415.335,-2415.0,15652.055,16.322693
4479,2024-11-30_15:00-16:00,2024-11-30,15:00-16:00,2024,11,30,6,1,4,15,1,0,28554.023,662.23291,4504.975098,9570.443,-3163.0,13952.411,256.552704
4480,2024-11-30_16:00-17:00,2024-11-30,16:00-17:00,2024,11,30,6,1,4,16,0,0,30662.863,731.286865,916.975586,10614.267,-2841.0,13268.075,354.585785
4481,2024-11-30_17:00-18:00,2024-11-30,17:00-18:00,2024,11,30,6,1,4,17,0,0,31650.84,1022.438965,5.17,10860.027,-2104.0,13240.932,349.487823
4482,2024-11-30_18:00-19:00,2024-11-30,18:00-19:00,2024,11,30,6,1,4,18,0,0,31047.168,1801.366699,0.05,10957.336,-1973.0,13252.815,323.859528
4483,2024-11-30_19:00-20:00,2024-11-30,19:00-20:00,2024,11,30,6,1,4,19,0,0,30672.746,2645.7146,0.02,10543.857,-1982.0,12827.461,309.559479
4484,2024-11-30_20:00-21:00,2024-11-30,20:00-21:00,2024,11,30,6,1,4,20,0,0,30710.855,2968.000244,0.04,10437.943,-2502.0,12794.794,319.724365
4485,2024-11-30_21:00-22:00,2024-11-30,21:00-22:00,2024,11,30,6,1,4,21,0,0,29293.275,2942.320068,0.0,9951.572,-2558.0,12309.08,320.656799
4486,2024-11-30_22:00-23:00,2024-11-30,22:00-23:00,2024,11,30,6,1,4,22,0,1,26843.551,3110.167969,0.0,9174.457,-2546.0,11370.367,295.893829
4487,2024-11-30_23:00-24:00,2024-11-30,23:00-24:00,2024,11,30,6,1,4,23,0,1,25563.383,3244.945068,0.0,8964.211,-3064.0,11202.859,232.000092
4488,2024-12-01_00:00-01:00,2024-12-01,00:00-01:00,2024,12,1,7,1,4,0,0,1,26808.404,3071.330811,0.0,8891.164,-2088.0,11099.159,305.38559
4489,2024-12-01_01:00-02:00,2024-12-01,01:00-02:00,2024,12,1,7,1,4,1,0,1,25565.975,2859.78833,0.0,8693.934,-2747.0,10943.073,272.434631
4490,2024-12-01_02:00-03:00,2024-12-01,02:00-03:00,2024,12,1,7,1,4,2,0,1,24891.59,2566.447021,0.0,8722.184,-2872.0,10925.76,251.584503
4491,2024-12-01_03:00-04:00,2024-12-01,03:00-04:00,2024,12,1,7,1,4,3,0,1,24573.406,2183.126465,0.0,8735.692,-2980.0,10880.893,265.45282
4492,2024-12-01_04:00-05:00,2024-12-01,04:00-05:00,2024,12,1,7,1,4,4,0,1,24775.805,1764.027832,0.0,8694.54,-2867.0,10817.728,289.561401
4493,2024-12-01_05:00-06:00,2024-12-01,05:00-06:00,2024,12,1,7,1,4,5,0,1,25445.715,1394.87085,0.07,8733.446,-2095.0,10876.607,313.94809
4494,2024-12-01_06:00-07:00,2024-12-01,06:00-07:00,2024,12,1,7,1,4,6,0,1,26931.547,1254.343262,4.899,8768.011,-1860.0,11041.206,342.438904
4495,2024-12-01_07:00-08:00,2024-12-01,07:00-08:00,2024,12,1,7,1,4,7,0,0,28978.672,1129.42981,1441.176147,8876.226,-1452.0,12195.517,346.02771
4496,2024-12-01_08:00-09:00,2024-12-01,08:00-09:00,2024,12,1,7,1,4,8,1,0,28909.664,1066.280884,5436.291992,8936.386,-2519.0,14968.061,215.028595
4497,2024-12-01_09:00-10:00,2024-12-01,09:00-10:00,2024,12,1,7,1,4,9,1,0,27697.08,789.842224,8896.3125,8513.043,-1787.0,16738.805,48.000011
4498,2024-12-01_10:00-11:00,2024-12-01,10:00-11:00,2024,12,1,7,1,4,10,1,0,27014.953,414.035919,11170.26563,8118.48,-2617.0,17869.679,3.346484
4499,2024-12-01_11:00-12:00,2024-12-01,11:00-12:00,2024,12,1,7,1,4,11,1,0,25094.424,288.352051,10258.41309,8115.812,-3122.0,18392.89,0.261012
4500,2024-12-01_12:00-13:00,2024-12-01,12:00-13:00,2024,12,1,7,1,4,12,1,0,25338.615,218.139984,9597.646484,8072.358,-2702.0,17883.968,3.314331
4501,2024-12-01_13:00-14:00,2024-12-01,13:00-14:00,2024,12,1,7,1,4,13,1,0,25282.188,196.972931,8844.936523,8182.96,-2417.0,17009.248,3.615766
4502,2024-12-01_14:00-15:00,2024-12-01,14:00-15:00,2024,12,1,7,1,4,14,1,0,25813.012,197.064987,8149.290527,8093.484,-1993.0,15347.021,23.991646
4503,2024-12-01_15:00-16:00,2024-12-01,15:00-16:00,2024,12,1,7,1,4,15,1,0,27655.801,254.623962,4495.745605,10062.874,-3619.0,14531.951,255.465378
4504,2024-12-01_16:00-17:00,2024-12-01,16:00-17:00,2024,12,1,7,1,4,16,0,0,29880.527,306.567017,891.835815,11103.723,-2343.0,13721.604,342.513062
4505,2024-12-01_17:00-18:00,2024-12-01,17:00-18:00,2024,12,1,7,1,4,17,0,0,30834.322,520.452942,4.95,10968.72,-1932.0,13341.96,321.45108
4506,2024-12-01_18:00-19:00,2024-12-01,18:00-19:00,2024,12,1,7,1,4,18,0,0,30632.074,828.588013,0.04,11056.943,-1833.0,13415.97,319.751587
4507,2024-12-01_19:00-20:00,2024-12-01,19:00-20:00,2024,12,1,7,1,4,19,0,0,30604.074,1172.017212,0.06,10722.622,-1820.0,12954.909,335.03595
4508,2024-12-01_20:00-21:00,2024-12-01,20:00-21:00,2024,12,1,7,1,4,20,0,0,30488.717,1395.526367,0.04,10376.105,-2176.0,12505.086,354.818878
4509,2024-12-01_21:00-22:00,2024-12-01,21:00-22:00,2024,12,1,7,1,4,21,0,0,28087.352,1479.3302,0.0,9899.173,-2187.0,12092.17,352.886475
4510,2024-12-01_22:00-23:00,2024-12-01,22:00-23:00,2024,12,1,7,1,4,22,0,1,25899.838,1581.446167,0.0,9148.691,-1897.0,11360.891,303.335541
4511,2024-12-01_23:00-24:00,2024-12-01,23:00-24:00,2024,12,1,7,1,4,23,0,1,24904.648,1390.567383,0.0,9188.268,-2965.0,11392.276,274.578735
4512,2024-12-02_00:00-01:00,2024-12-02,00:00-01:00,2024,12,2,1,0,4,0,0,1,26266.168,1252.91626,0.0,9054.496,-2475.0,11134.817,307.245361
4513,2024-12-02_01:00-02:00,2024-12-02,01:00-02:00,2024,12,2,1,0,4,1,0,1,25416.457,1135.813232,0.0,8962.292,-2922.0,11007.166,291.380219
4514,2024-12-02_02:00-03:00,2024-12-02,02:00-03:00,2024,12,2,1,0,4,2,0,1,24507.971,1095.867065,0.0,8735.266,-2983.0,10876.18,274.716919
4515,2024-12-02_03:00-04:00,2024-12-02,03:00-04:00,2024,12,2,1,0,4,3,0,1,24206.047,785.060425,0.0,8725.275,-2946.0,10860.351,285.845032
4516,2024-12-02_04:00-05:00,2024-12-02,04:00-05:00,2024,12,2,1,0,4,4,0,1,24691.25,624.308228,0.0,8721.229,-2789.0,10812.746,288.0737
4517,2024-12-02_05:00-06:00,2024-12-02,05:00-06:00,2024,12,2,1,0,4,5,0,1,25867.447,453.24295,0.07,8915.721,-1978.0,10952.197,311.148865
4518,2024-12-02_06:00-07:00,2024-12-02,06:00-07:00,2024,12,2,1,0,4,6,0,1,28682.139,307.861053,3.682,9419.783,-1850.0,11607.008,368.899475
4519,2024-12-02_07:00-08:00,2024-12-02,07:00-08:00,2024,12,2,1,0,4,7,0,0,30873.93,305.820038,1374.442871,9496.953,-1442.0,12553.439,487.423523
4520,2024-12-02_08:00-09:00,2024-12-02,08:00-09:00,2024,12,2,1,0,4,8,1,0,30925.883,475.147064,5304.081543,8949.638,-2053.0,14577.291,333.369629
4521,2024-12-02_09:00-10:00,2024-12-02,09:00-10:00,2024,12,2,1,0,4,9,1,0,29723.029,624.608032,9139.158203,8187.44,-2333.0,15957.589,121.593094
4522,2024-12-02_10:00-11:00,2024-12-02,10:00-11:00,2024,12,2,1,0,4,10,1,0,29216.098,726.50293,11409.32324,8219.179,-2521.0,17328.166,40.681435
4523,2024-12-02_11:00-12:00,2024-12-02,11:00-12:00,2024,12,2,1,0,4,11,1,0,26908.516,741.049927,11808.0332,8188.455,-2558.0,17631.011,3.088067
4524,2024-12-02_12:00-13:00,2024-12-02,12:00-13:00,2024,12,2,1,0,4,12,1,0,27301.09,956.031128,11708.74414,8025.619,-2753.0,17136.319,10.361483
4525,2024-12-02_13:00-14:00,2024-12-02,13:00-14:00,2024,12,2,1,0,4,13,1,0,27286.359,1168.985962,10529.08301,8088.574,-2536.0,16131.434,13.169268
4526,2024-12-02_14:00-15:00,2024-12-02,14:00-15:00,2024,12,2,1,0,4,14,1,0,28018.852,1601.203979,7745.288086,8170.229,-2042.0,14518.552,129.790451
4527,2024-12-02_15:00-16:00,2024-12-02,15:00-16:00,2024,12,2,1,0,4,15,1,0,29941.738,1933.755005,4002.265137,9772.241,-3729.0,13688.1,312.021301
4528,2024-12-02_16:00-17:00,2024-12-02,16:00-17:00,2024,12,2,1,0,4,16,0,0,31505.654,2607.430908,692.5177,10338.172,-2648.0,12925.722,355.552612
4529,2024-12-02_17:00-18:00,2024-12-02,17:00-18:00,2024,12,2,1,0,4,17,0,0,32163.141,3301.49292,4.85,10685.109,-2534.0,13216.89,294.223297
4530,2024-12-02_18:00-19:00,2024-12-02,18:00-19:00,2024,12,2,1,0,4,18,0,0,31305.576,4408.626953,0.02,10790.24,-2724.0,13472.718,271.048798
4531,2024-12-02_19:00-20:00,2024-12-02,19:00-20:00,2024,12,2,1,0,4,19,0,0,31076.82,5053.47168,0.06,10279.723,-3089.0,13031.256,239.790756
4532,2024-12-02_20:00-21:00,2024-12-02,20:00-21:00,2024,12,2,1,0,4,20,0,0,30818.592,5467.993164,0.07,10211.905,-3512.0,12910.288,179.64032
4533,2024-12-02_21:00-22:00,2024-12-02,21:00-22:00,2024,12,2,1,0,4,21,0,0,28876.535,5421.07373,0.0,9720.756,-3793.0,12536.104,142.999985
4534,2024-12-02_22:00-23:00,2024-12-02,22:00-23:00,2024,12,2,1,0,4,22,0,1,26606.531,5319.050781,0.0,8980.858,-4067.0,11736.871,80.59613
4535,2024-12-02_23:00-24:00,2024-12-02,23:00-24:00,2024,12,2,1,0,4,23,0,1,25499.01,5244.796875,0.0,9078.109,-4660.0,11867.106,75.716118
4536,2024-12-03_00:00-01:00,2024-12-03,00:00-01:00,2024,12,3,2,0,4,0,0,1,26704.504,5376.735352,0.0,8736.519,-2860.0,11485.737,142.870224
4537,2024-12-03_01:00-02:00,2024-12-03,01:00-02:00,2024,12,3,2,0,4,1,0,1,25762.334,5128.861328,0.0,8719.807,-3001.0,11472.37,104.999954
4538,2024-12-03_02:00-03:00,2024-12-03,02:00-03:00,2024,12,3,2,0,4,2,0,1,25247.482,5219.724609,0.0,8731.054,-3065.0,11503.178,86.0
4539,2024-12-03_03:00-04:00,2024-12-03,03:00-04:00,2024,12,3,2,0,4,3,0,1,25035.025,5104.680176,0.0,8709.665,-3058.0,11494.339,81.000015
4540,2024-12-03_04:00-05:00,2024-12-03,04:00-05:00,2024,12,3,2,0,4,4,0,1,25404.781,5121.545898,0.01,8674.326,-3055.0,11453.196,97.999977
4541,2024-12-03_05:00-06:00,2024-12-03,05:00-06:00,2024,12,3,2,0,4,5,0,1,26370.098,4977.473145,0.05,8744.681,-3074.0,11430.773,145.000015
4542,2024-12-03_06:00-07:00,2024-12-03,06:00-07:00,2024,12,3,2,0,4,6,0,1,28878.389,4832.395996,3.427,8834.337,-3654.0,11456.409,288.590179
4543,2024-12-03_07:00-08:00,2024-12-03,07:00-08:00,2024,12,3,2,0,4,7,0,0,31479.719,4844.375,895.244873,9161.217,-3021.0,12146.817,299.657806
4544,2024-12-03_08:00-09:00,2024-12-03,08:00-09:00,2024,12,3,2,0,4,8,1,0,32617.064,4582.195801,2597.432373,8898.318,-3507.0,13225.669,318.154266
4545,2024-12-03_09:00-10:00,2024-12-03,09:00-10:00,2024,12,3,2,0,4,9,1,0,32396.039,4282.967773,4605.977539,8292.63,-3029.0,13452.9,295.324219
4546,2024-12-03_10:00-11:00,2024-12-03,10:00-11:00,2024,12,3,2,0,4,10,1,0,31820.621,3714.714111,6364.260254,8428.701,-2561.0,14193.407,314.275574
4547,2024-12-03_11:00-12:00,2024-12-03,11:00-12:00,2024,12,3,2,0,4,11,1,0,29109.332,3187.730469,7224.43457,8175.969,-2819.0,14701.909,175.34761
4548,2024-12-03_12:00-13:00,2024-12-03,12:00-13:00,2024,12,3,2,0,4,12,1,0,29723.826,2877.969727,7711.457031,8492.728,-3860.0,14967.367,196.73999
4549,2024-12-03_13:00-14:00,2024-12-03,13:00-14:00,2024,12,3,2,0,4,13,1,0,28556.16,2590.432861,6717.480957,7459.979,-3627.0,13485.811,257.779358
4550,2024-12-03_14:00-15:00,2024-12-03,14:00-15:00,2024,12,3,2,0,4,14,1,0,29071.988,2640.97998,5130.815918,7540.403,-3034.0,12472.106,229.508224
4551,2024-12-03_15:00-16:00,2024-12-03,15:00-16:00,2024,12,3,2,0,4,15,1,0,30306.586,2627.216064,2530.545654,9059.976,-4796.0,12659.752,319.051849
4552,2024-12-03_16:00-17:00,2024-12-03,16:00-17:00,2024,12,3,2,0,4,16,0,0,31585.039,2948.86084,506.120789,9673.78,-3250.0,12343.577,320.039612
4553,2024-12-03_17:00-18:00,2024-12-03,17:00-18:00,2024,12,3,2,0,4,17,0,0,32032.375,3344.444824,2.99,9847.338,-2555.0,12487.948,175.999954
4554,2024-12-03_18:00-19:00,2024-12-03,18:00-19:00,2024,12,3,2,0,4,18,0,0,31518.605,3811.917969,0.05,9991.456,-4437.0,12733.063,157.000046
4555,2024-12-03_19:00-20:00,2024-12-03,19:00-20:00,2024,12,3,2,0,4,19,0,0,31265.391,3899.132324,0.06,9694.513,-3286.0,12429.024,225.15271
4556,2024-12-03_20:00-21:00,2024-12-03,20:00-21:00,2024,12,3,2,0,4,20,0,0,31058.453,3765.978271,0.07,9614.222,-3708.0,12230.735,273.717743
4557,2024-12-03_21:00-22:00,2024-12-03,21:00-22:00,2024,12,3,2,0,4,21,0,0,28978.537,3585.012207,0.0,9068.636,-4253.0,11598.388,234.999939
4558,2024-12-03_22:00-23:00,2024-12-03,22:00-23:00,2024,12,3,2,0,4,22,0,1,26731.965,3549.129883,0.0,8205.38,-3181.0,10796.307,140.0
4559,2024-12-03_23:00-24:00,2024-12-03,23:00-24:00,2024,12,3,2,0,4,23,0,1,25249.977,3453.118896,0.0,8649.969,-3008.0,11285.842,105.000008
4560,2024-12-04_00:00-01:00,2024-12-04,00:00-01:00,2024,12,4,3,0,4,0,0,1,26558.414,3463.628906,0.0,8039.483,-3199.0,10508.584,187.440475
4561,2024-12-04_01:00-02:00,2024-12-04,01:00-02:00,2024,12,4,3,0,4,1,0,1,25741.65,3347.525391,0.0,7950.173,-3221.0,10432.893,177.756607
4562,2024-12-04_02:00-03:00,2024-12-04,02:00-03:00,2024,12,4,3,0,4,2,0,1,25166.766,3157.007568,0.0,8000.247,-2834.0,10493.285,227.545319
4563,2024-12-04_03:00-04:00,2024-12-04,03:00-04:00,2024,12,4,3,0,4,3,0,1,24575.4,3000.299316,0.0,7892.136,-2891.0,10207.747,267.8255
4564,2024-12-04_04:00-05:00,2024-12-04,04:00-05:00,2024,12,4,3,0,4,4,0,1,25127.531,2995.84375,0.0,7875.626,-2820.0,10218.863,267.32016
4565,2024-12-04_05:00-06:00,2024-12-04,05:00-06:00,2024,12,4,3,0,4,5,0,1,26033.414,3002.494873,0.07,7897.831,-3708.0,10234.957,294.333862
4566,2024-12-04_06:00-07:00,2024-12-04,06:00-07:00,2024,12,4,3,0,4,6,0,1,28536.002,3099.834229,0.639,7890.005,-4444.0,10226.969,302.324036
